Size,Bubble sort,Merge sort,Shell sort,Quick Sort,
1000,498720,8683,11750,9496,
1000,498275,8663,11357,9719,
1000,498225,8705,11342,10032,
1000,499035,8696,10994,9929,
1000,499269,8685,11251,10159,
1000,498015,8688,11510,9575,
1000,499200,8695,11875,10919,
1000,497222,8694,11773,10082,
1000,496799,8695,11222,10392,
1000,498972,8657,11102,9077,
1000,499065,8711,11762,10920,
1000,499004,8695,12696,9772,
1000,499035,8716,11144,9549,
1000,498275,8719,11907,10584,
1000,498419,8723,11529,9542,
1000,498797,8699,11135,9475,
1000,495222,8722,11042,9649,
1000,498015,8694,11171,10726,
1000,499464,8734,11805,10903,
1000,498069,8680,12021,10678,
1000,498465,8717,10959,9284,
1000,499224,8662,11804,11652,
1000,498759,8711,11964,9758,
1000,498372,8729,11785,10337,
1000,496260,8737,11988,10617,
1000,499380,8700,11880,9485,
1000,498680,8706,11525,9641,
1000,497222,8718,10906,9327,
1000,498554,8713,11860,8934,
1000,499500,8670,11289,10492,
1000,498759,8715,11713,10514,
1000,498597,8709,11845,9203,
1000,497960,8676,11904,11181,
1000,497154,8720,11551,11802,
1000,498510,8701,11311,11497,
1000,498972,8694,11443,10051,
1000,498465,8707,11244,9943,
1000,499175,8708,11064,9578,
1000,498939,8703,12220,9440,
1000,499479,8701,11712,10903,
1000,499445,8730,11135,11046,
1000,498510,8704,11827,10252,
1000,498015,8712,11557,10707,
1000,499065,8686,12194,10854,
1000,499122,8695,11350,9558,
1000,498510,8699,12179,9677,
1000,496574,8707,11254,11957,
1000,498720,8732,11291,10282,
1000,498015,8711,11588,11180,
1000,497960,8723,11759,12301,
1000,498972,8712,10494,9691,
1000,499380,8714,11593,10077,
1000,498797,8722,11562,10433,
1000,498122,8721,12440,10553,
1000,497670,8701,12896,9980,
1000,497154,8704,12065,9005,
1000,499479,8726,11742,9925,
1000,499500,8715,11343,9741,
1000,498972,8705,11856,10743,
1000,499200,8709,11102,9441,
1000,497730,8715,11556,10492,
1000,499290,8704,11423,9541,
1100,603747,9736,13314,10591,
1100,602797,9735,12777,10772,
1100,604372,9699,13480,10784,
1100,604279,9763,12510,10829,
1100,603784,9734,13044,10984,
1100,604072,9746,12475,13714,
1100,602620,9719,14133,11119,
1100,604330,9740,13051,11314,
1100,602370,9719,12931,11411,
1100,603670,9750,13851,12419,
1100,604414,9710,13446,12511,
1100,604099,9721,13125,10875,
1100,598564,9730,13372,11027,
1100,604260,9771,12983,11435,
1100,603504,9733,13142,11867,
1100,604279,9754,13130,10733,
1100,604330,9759,12977,11282,
1100,604314,9736,13056,10679,
1100,601749,9736,13334,10727,
1100,603784,9744,13242,11492,
1100,604405,9739,12919,11013,
1100,603369,9752,13359,12401,
1100,604174,9767,13215,10744,
1100,603855,9735,13021,11235,
1100,603820,9769,13699,11198,
1100,604345,9678,12951,11046,
1100,601822,9729,12750,12124,
1100,603460,9764,13303,10718,
1100,604359,9741,14125,10447,
1100,604197,9776,12736,10901,
1100,602559,9725,12949,10469,
1100,598234,9734,13130,14105,
1100,602797,9725,13225,10743,
1100,602910,9725,12790,11360,
1100,604314,9719,13226,11675,
1100,603747,9706,13130,11345,
1100,603954,9739,13428,11563,
1100,604345,9741,13003,11235,
1100,602965,9721,13344,11166,
1100,602965,9693,13163,11280,
1100,602497,9685,13949,11250,
1100,603784,9722,12571,12777,
1100,603922,9731,12875,11763,
1100,602172,9713,12691,11104,
1100,603985,9714,13477,11353,
1100,603784,9743,12989,10659,
1100,601749,9739,13057,11949,
1100,604279,9756,13027,10004,
1100,603670,9723,12899,11445,
1100,600172,9764,12934,11902,
1100,604015,9736,13354,10851,
1100,604174,9779,12727,11451,
1100,603589,9719,12717,10461,
1100,602854,9727,13394,11500,
1100,603415,9712,13229,11708,
1100,602910,9731,13098,12110,
1100,603820,9759,12807,12156,
1100,603954,9721,13418,11109,
1100,601524,9698,12878,10852,
1100,602104,9762,13270,10949,
1100,603709,9755,13672,11811,
1100,602680,9726,13073,13199,
1100,603369,9738,12735,11198,
1100,602797,9755,13279,10725,
1100,604197,9751,13848,11817,
1100,603820,9759,13547,11499,
1100,604372,9710,12738,11732,
1100,604174,9735,12535,11735,
1100,603784,9746,12730,10267,
1100,603855,9740,12999,13462,
1100,603855,9738,12931,11555,
1100,604297,9740,13361,11333,
1100,603784,9734,13569,12288,
1100,603630,9725,13525,12972,
1100,603072,9724,13024,11706,
1100,603369,9744,12895,11418,
1100,603784,9695,13354,11061,
1100,604174,9748,12732,11311,
1100,603072,9758,12417,11644,
1100,602910,9746,13294,10268,
1100,604414,9742,13100,11598,
1100,603225,9732,13229,11335,
1100,601822,9737,13025,11322,
1100,603504,9719,12717,11913,
1100,604072,9751,13259,11419,
1100,603415,9785,13101,11413,
1100,602797,9729,12842,11737,
1100,603460,9754,12807,11384,
1100,604297,9743,12850,11769,
1100,602559,9696,12901,12031,
1100,604345,9774,13641,11064,
1100,604099,9757,13100,10736,
1100,604384,9724,13400,11347,
1100,601965,9722,12759,11101,
1100,604414,9709,13898,12374,
1100,603985,9733,13545,13427,
1100,603460,9722,14008,12729,
1100,601965,9692,12416,11082,
1100,602739,9710,12889,10633,
1100,603709,9754,13664,12981,
1200,718497,10818,15612,11412,
1200,716915,10787,14220,12347,
1200,719295,10768,13852,12321,
1200,716474,10720,14860,13942,
1200,718272,10757,15039,11860,
1200,718734,10762,14942,13434,
1200,717969,10791,14958,13248,
1200,719022,10776,14354,12046,
1200,714840,10802,14205,13081,
1200,719190,10781,15995,12154,
1200,717804,10769,14844,11582,
1200,719210,10776,14038,12424,
1200,719075,10771,15068,12489,
1200,719364,10749,14368,12808,
1200,719049,10793,15202,12004,
1200,718224,10731,14316,12630,
1200,719229,10827,14210,11805,
1200,719022,10830,13994,13117,
1200,719280,10802,15111,12415,
1200,719022,10808,13767,13286,
1200,719049,10782,15593,11550,
1200,719169,10798,14440,12035,
1200,719147,10786,14162,12270,
1200,719210,10801,14251,12159,
1200,718620,10774,14325,12686,
1200,718410,10754,14543,11590,
1200,719247,10782,14908,11661,
1200,717122,10777,15551,12337,
1200,717969,10777,16088,11990,
1200,718994,10791,15368,11380,
1200,718620,10796,14433,14751,
1200,719385,10798,14843,12901,
1200,717189,10794,14719,13620,
1200,718497,10772,14911,12158,
1200,719247,10812,14576,13047,
1200,718965,10787,14895,12976,
1200,717915,10779,14377,14330,
1200,719210,10787,14423,11700,
1200,719075,10775,14170,13246,
1200,718734,10797,14509,12268,
1200,718022,10797,14319,13468,
1200,716844,10771,14486,12108,
1200,719022,10797,14497,12193,
1200,719147,10791,14704,12070,
1200,715029,10806,14873,13701,
1200,719124,10764,13838,14261,
1200,719264,10773,14878,13913,
1200,719309,10757,14129,11972,
1200,714744,10784,15581,12535,
1200,718994,10792,14943,12064,
1200,718734,10823,14453,11966,
1200,717122,10783,15287,11783,
1200,718805,10832,14844,11475,
1200,719049,10834,15275,12031,
1200,717747,10774,14326,12981,
1200,717509,10799,15032,12071,
1200,715029,10758,14941,12684,
1200,717570,10796,14996,12028,
1200,719075,10757,14985,13159,
1200,718224,10812,14489,11778,
1200,718697,10779,14825,14518,
1200,719075,10806,14714,13473,
1200,718454,10796,14118,12128,
1200,718410,10798,14982,12117,
1200,718125,10789,14823,12304,
1200,717860,10819,14460,13331,
1200,717320,10781,14064,13430,
1200,718454,10798,14849,12260,
1200,718935,10786,14382,12672,
1200,718994,10779,15002,12414,
1200,718659,10791,15435,12164,
1200,718580,10802,14178,12311,
1200,718074,10742,14717,12575,
1200,717747,10810,13883,14062,
1200,718224,10813,14127,11814,
1200,719190,10762,15390,12106,
1200,718175,10798,14827,12069,
1200,719022,10778,13980,13265,
1200,718497,10809,15154,13196,
1200,718272,10802,15468,11869,
1200,718365,10775,14754,12296,
1200,718734,10800,14782,12344,
1200,718839,10754,15030,12851,
1200,718580,10780,14952,13641,
1200,718994,10824,14107,12452,
1200,719075,10805,14612,12987,
1200,719190,10799,13969,11854,
1200,719169,10752,16105,12860,
1200,719210,10808,15077,11946,
1200,717570,10776,14567,13264,
1200,718224,10785,14425,11965,
1200,718497,10781,15395,11579,
1200,718175,10805,14835,12230,
1200,718935,10768,14309,10805,
1200,717255,10785,13932,11448,
1200,719229,10771,14474,12801,
1200,718410,10728,14573,12229,
1200,718454,10781,14676,14384,
1200,718770,10766,14985,12979,
1200,718074,10768,15674,12019,
1300,842270,11828,17497,14470,
1300,842697,11834,17014,12954,
1300,844179,11797,17512,13130,
1300,844314,11758,18553,16721,
1300,843024,11838,16870,14115,
1300,844179,11812,16734,13399,
1300,842520,11841,17997,13680,
1300,843447,11821,17814,12824,
1300,842580,11847,18206,14015,
1300,844197,11842,17388,13875,
1300,842865,11842,16452,15385,
1300,843999,11766,17998,14648,
1300,841935,11803,17442,13827,
1300,842397,11799,17881,14497,
1300,843684,11825,18235,13181,
1300,843125,11837,17284,13903,
1300,841347,11875,16953,12998,
1300,842139,11852,17512,13997,
1300,843530,11847,16724,13792,
1300,842919,11844,17616,13902,
1300,842334,11850,17659,13701,
1300,843647,11827,17985,14396,
1300,843222,11830,17682,14261,
1300,843075,11825,17747,13122,
1300,841935,11870,17515,12494,
1300,843972,11807,17639,14098,
1300,843822,11837,17648,14014,
1300,842810,11840,17522,13297,
1300,841935,11868,17495,13615,
1300,843755,11830,17874,14225,
1300,844259,11839,16952,12653,
1300,844295,11864,17730,14298,
1300,842459,11825,17508,14001,
1300,844314,11870,17315,13103,
1300,835835,11842,17682,13686,
1300,843999,11878,16509,14462,
1300,843075,11807,18057,13463,
1300,843125,11857,17319,13115,
1300,842919,11856,16689,12878,
1300,844259,11813,17867,13366,
1300,843854,11849,17353,14195,
1300,843404,11856,17711,14413,
1300,844140,11832,16832,13797,
1300,844245,11846,17909,13261,
1300,843944,11839,16706,14704,
1300,843972,11829,18965,14516,
1300,842139,11914,17230,13521,
1300,842072,11817,17313,15657,
1300,842139,11831,17646,13860,
1300,844322,11834,17296,13630,
1300,843315,11834,18178,16892,
1300,843854,11821,18620,14452,
1300,843075,11833,17184,14274,
1300,843315,11799,17735,13336,
1300,844179,11822,18291,14033,
1300,842754,11832,16999,13936,
1300,842004,11871,17018,14162,
1300,844214,11843,16887,12807,
1300,843269,11799,16739,12968,
1300,842754,11834,18081,13602,
1300,836847,11868,17860,13251,
1300,843024,11855,17504,13816,
1300,840434,11840,16925,13764,
1300,841424,11814,17996,14226,
1300,843609,11866,18299,14251,
1300,842139,11836,17802,13843,
1300,844025,11860,17383,13734,
1300,843944,11883,17349,13937,
1300,843915,11837,16454,13912,
1300,843570,11825,17388,15163,
1300,844074,11811,20120,13467,
1300,843972,11845,17758,13578,
1300,842697,11837,18007,13053,
1300,843315,11846,17282,13494,
1300,842865,11806,17213,13245,
1300,843570,11833,16722,14055,
1300,843684,11848,18921,13632,
1300,843222,11834,18052,13318,
1300,843269,11862,16573,14474,
1300,843024,11844,17308,14175,
1300,843024,11841,17232,14722,
1300,843174,11883,17105,11903,
1300,843885,11856,17783,13756,
1300,842919,11835,17204,13358,
1300,841190,11831,18180,13287,
1300,844259,11895,17321,13929,
1300,843822,11830,16651,13955,
1300,843915,11851,17197,13737,
1300,842397,11801,16644,15153,
1300,843570,11851,17413,15361,
1300,841347,11801,16648,12868,
1300,843404,11815,17961,14494,
1300,843647,11815,16458,13509,
1300,844214,11799,16587,13549,
1300,842334,11833,15855,13930,
1300,844245,11842,17119,13317,
1300,843024,11816,17358,14932,
1300,843404,11847,18031,13267,
1300,839597,11840,16975,13138,
1300,842810,11861,17189,13500,
1400,976744,12884,17792,15543,
1400,979285,12887,16861,15224,
1400,978354,12885,17087,14657,
1400,976672,12907,17350,13898,
1400,977409,12902,17926,16186,
1400,978520,12919,17666,14368,
1400,977409,12868,18244,14984,
1400,979279,12913,17915,18147,
1400,979272,12909,17383,13797,
1400,977284,12939,17886,14835,
1400,978975,12920,17132,16212,
1400,976060,12903,17136,16349,
1400,979110,12906,17163,15522,
1400,979000,12935,17534,16447,
1400,978439,12885,18144,13867,
1400,976885,12908,16729,13854,
1400,979180,12902,16962,16254,
1400,979264,12900,17158,15672,
1400,978804,12882,16887,15549,
1400,979279,12849,18161,15698,
1400,975472,12882,17540,14327,
1400,978739,12951,17125,15010,
1400,979147,12875,17178,16148,
1400,979222,12906,18027,14766,
1400,977589,12882,17102,14342,
1400,976744,12886,17771,17818,
1400,978025,12910,17199,13941,
1400,979290,12886,17093,15512,
1400,977022,12934,16564,15758,
1400,978975,12918,16734,14773,
1400,976374,12871,17334,15210,
1400,977704,12913,17379,15100,
1400,979047,12913,17031,15937,
1400,976525,12870,17512,15058,
1400,979047,12897,17771,14706,
1400,978559,12907,17257,14143,
1400,979069,12932,17948,16256,
1400,972160,12906,16548,15414,
1400,978559,12902,18462,14376,
1400,978075,12857,16927,15335,
1400,979069,12937,17670,16532,
1400,979129,12886,17174,15565,
1400,978172,12872,18512,13843,
1400,977089,12872,17647,15122,
1400,976140,12902,17389,15724,
1400,973944,12907,18142,15594,
1400,978354,12885,16620,13899,
1400,979297,12915,17113,15113,
1400,978739,12886,17202,14370,
1400,978739,12923,16892,16426,
1400,975205,12933,16637,16834,
1400,978310,12867,16739,14499,
1400,977589,12893,17161,14449,
1400,978219,12893,17217,14286,
1400,979024,12928,17654,14165,
1400,978865,12911,16994,14584,
1400,978025,12903,17471,14783,
1400,978354,12907,16737,16125,
1400,976815,12918,17843,14301,
1400,978739,12898,17359,14376,
1400,977704,12889,16815,14445,
1400,975730,12872,17396,15123,
1400,979024,12917,17773,14658,
1400,979234,12932,17194,15102,
1400,978894,12920,18164,14941,
1400,978922,12868,18132,14931,
1400,978354,12913,17132,15791,
1400,977647,12877,16915,15072,
1400,978520,12903,18971,14847,
1400,976954,12905,17706,15568,
1400,979180,12892,18456,15807,
1400,979069,12904,17185,14689,
1400,979180,12919,16392,14122,
1400,977974,12902,18008,14552,
1400,978894,12866,18017,14483,
1400,978670,12861,17489,15337,
1400,977647,12952,17579,14721,
1400,979255,12929,16581,14415,
1400,978559,12874,17579,14426,
1400,978354,12892,16801,14203,
1400,979129,12904,17943,14214,
1400,978865,12901,17350,16055,
1400,978804,12862,17827,14382,
1400,971425,12879,17077,13879,
1400,979234,12876,16783,14477,
1400,979000,12879,17285,14594,
1400,978894,12890,18466,16214,
1400,978894,12855,17263,14553,
1400,978310,12931,16808,14188,
1400,976954,12911,16724,15092,
1400,979000,12904,17272,13950,
1400,978354,12901,17215,15269,
1400,979164,12884,19122,16606,
1400,976297,12889,17463,14902,
1400,979290,12909,17441,14301,
1400,977869,12984,17837,14680,
1400,977760,12881,17460,14609,
1400,978670,12911,16675,14658,
1400,978739,12910,16919,15221,
1400,978949,12923,16966,15320,
1500,1121694,13927,19721,14998,
1500,1124060,13964,17853,15244,
1500,1121324,13971,17940,19559,
1500,1123470,14006,18538,15052,
1500,1121475,14008,18170,15494,
1500,1123122,13938,18067,18319,
1500,1121622,13958,17970,16609,
1500,1120847,13978,19361,18049,
1500,1123430,13949,18598,16495,
1500,1121765,13916,19735,15454,
1500,1123389,13965,18971,17996,
1500,1124145,13987,19209,16289,
1500,1123347,13962,18695,16591,
1500,1124097,13925,18753,16424,
1500,1123304,13995,18802,18150,
1500,1114520,13967,17609,15339,
1500,1123304,13950,18341,16759,
1500,1122924,13961,17913,16742,
1500,1124244,13944,19327,17039,
1500,1124079,13940,17646,15396,
1500,1124060,13930,18516,17493,
1500,1123260,13895,18544,15728,
1500,1121400,13945,19405,16136,
1500,1121972,13949,19900,15597,
1500,1123509,13956,20176,15795,
1500,1123974,13979,18771,15479,
1500,1122170,13935,18667,15877,
1500,1119879,13969,17735,18671,
1500,1124184,13930,18594,16673,
1500,1124040,13996,19151,16572,
1500,1123899,13986,19512,15669,
1500,1123584,13990,17606,17768,
1500,1121765,13987,18928,15317,
1500,1123025,13941,18829,17085,
1500,1122420,13964,18527,14826,
1500,1123620,13960,18838,16358,
1500,1123547,13961,18374,18831,
1500,1121765,13933,18065,15824,
1500,1123509,13954,18306,15357,
1500,1123899,13976,19508,15383,
1500,1124159,13929,17718,18813,
1500,1124060,13940,18414,15769,
1500,1122975,14004,17852,15633,
1500,1119200,13942,18496,15093,
1500,1123722,13921,18181,16255,
1500,1121972,14010,17684,16022,
1500,1124019,13987,18369,16525,
1500,1122420,13963,18463,15281,
1500,1123950,14001,18255,16289,
1500,1122297,13989,18104,15841,
1500,1123347,13991,19679,15160,
1500,1121324,13955,19181,17248,
1500,1120509,13959,18370,19195,
1500,1124195,13949,17933,17636,
1500,1119972,13948,19576,17067,
1500,1123997,13953,19551,17037,
1500,1123122,13951,20483,15233,
1500,1122710,13965,18660,17306,
1500,1122872,13946,18884,16156,
1500,1120155,13923,19180,15611,
1500,1122170,13964,18655,16899,
1500,1123689,13941,19522,15520,
1500,1123430,14017,17745,16708,
1500,1117809,14007,18332,14691,
1500,1118790,13930,17736,16275,
1500,1123754,13957,17962,15543,
1500,1121622,13966,19100,15162,
1500,1123872,13930,18104,16458,
1500,1121904,13944,18342,16608,
1500,1123122,13964,19001,16917,
1500,1122872,13912,19812,16285,
1500,1123815,13987,18983,21403,
1500,1118685,13936,17958,17553,
1500,1121972,13941,18873,15901,
1500,1119497,13974,18699,18572,
1500,1123347,13982,19300,14965,
1500,1120764,13951,19235,16631,
1500,1121247,13972,20750,17155,
1500,1123974,13943,18448,16079,
1500,1118894,13971,16933,15441,
1500,1124097,13963,18737,14793,
1500,1123169,13969,19325,16063,
1500,1124019,13952,18829,15369,
1500,1122234,13981,17774,16530,
1500,1122765,13953,19210,15752,
1500,1124229,13963,18171,17176,
1500,1124114,13957,18648,15912,
1500,1122597,13942,18865,14591,
1500,1123974,13939,18508,15923,
1500,1123997,14004,19229,16158,
1500,1123074,13986,19260,18356,
1500,1122654,13977,18169,16100,
1500,1123815,13933,18207,16784,
1500,1123260,13968,18042,16747,
1500,1123872,13969,19098,16452,
1500,1124130,13969,19635,15209,
1500,1121475,13969,18186,16650,
1500,1121400,13971,18864,16405,
1500,1123655,13952,18851,16463,
1500,1122654,13938,18411,15510,
1600,1278822,15042,25438,17504,
1600,1278420,15058,24584,17842,
1600,1278459,15071,24697,16538,
1600,1278704,15031,24200,19659,
1600,1278570,15034,23895,17521,
1600,1277925,15053,23841,15459,
1600,1278765,15035,23918,20546,
1600,1278822,15000,24319,16535,
1600,1277430,15060,23606,16670,
1600,1276425,15023,24292,17898,
1600,1279080,15083,24623,18509,
1600,1279155,15052,25338,17304,
1600,1279047,15045,23012,16681,
1600,1276425,15046,23972,18078,
1600,1269189,15026,23767,17877,
1600,1276197,15084,24061,16957,
1600,1278165,15027,24410,18921,
1600,1278900,15041,24142,18285,
1600,1278024,15041,24260,16991,
1600,1273947,15027,24202,19467,
1600,1277769,14972,23750,17600,
1600,1278765,15037,22935,18192,
1600,1278380,15030,24708,16318,
1600,1279047,15020,24309,15907,
1600,1275459,15048,23887,17461,
1600,1278672,15002,23628,17633,
1600,1278119,15036,24515,18404,
1600,1278420,15063,24924,17024,
1600,1278639,15074,23952,19057,
1600,1278210,15043,23850,17655,
1600,1278765,15019,23278,18892,
1600,1277975,15062,24810,16732,
1600,1277430,15023,23343,19187,
1600,1277547,15067,23440,20248,
1600,1278210,15016,24582,18099,
1600,1278459,15024,24366,17673,
1600,1277715,15058,23768,15929,
1600,1277547,15018,23817,19121,
1600,1278704,15030,24123,16591,
1600,1277055,15033,23850,16732,
1600,1279029,15037,25242,17539,
1600,1275195,15001,24421,16813,
1600,1278210,15043,24641,17650,
1600,1277822,15072,23207,17604,
1600,1277055,15034,23873,17186,
1600,1275630,15039,23792,16012,
1600,1276715,15053,23398,17261,
1600,1278497,15040,24384,16956,
1600,1276119,15056,24835,16324,
1600,1278534,15029,23925,17192,
1600,1278969,15040,24851,16448,
1600,1270944,15045,24611,16997,
1600,1276715,15033,24293,18685,
1600,1277925,15012,24593,18387,
1600,1276499,15041,25357,17169,
1600,1278875,15027,24193,17941,
1600,1278165,15057,24023,18027,
1600,1278420,15036,23969,17557,
1600,1276274,15048,23893,17747,
1600,1271819,15034,23793,17357,
1600,1278969,15024,24452,17806,
1600,1279155,15045,23502,16793,
1600,1277715,15046,24437,16698,
1600,1275545,15054,24069,16010,
1600,1276715,15026,23647,19038,
1600,1277604,14990,24132,16534,
1600,1276854,15025,24155,16934,
1600,1277547,15048,24040,17410,
1600,1278459,15026,23139,18718,
1600,1278459,15049,23690,18025,
1600,1278947,15079,23810,16695,
1600,1277822,15045,23689,18141,
1600,1279179,15042,23504,15892,
1600,1278849,15027,24321,16129,
1600,1272759,15055,23764,18447,
1600,1279155,15050,23365,16756,
1600,1278969,14991,23630,16837,
1600,1278210,15017,23696,16664,
1600,1277925,15057,23277,17423,
1600,1276197,15024,24348,18167,
1600,1278165,15005,23759,17207,
1600,1278822,15022,24449,18828,
1600,1279164,15012,24192,17005,
1600,1272759,15031,23349,17628,
1600,1275105,15050,23843,17340,
1600,1278420,15074,24736,16764,
1600,1279080,15021,24554,19501,
1600,1279199,15027,24427,17305,
1600,1278990,15052,24651,17235,
1600,1279064,15031,23555,17466,
1600,1277370,15003,25481,17090,
1600,1277184,15010,24524,19257,
1600,1277547,15050,23591,17835,
1600,1278339,15033,23850,19142,
1600,1276922,15075,23772,16864,
1600,1278672,15026,24525,15835,
1600,1276922,15072,24168,17887,
1600,1277975,15018,24225,16447,
1600,1278534,15058,23842,17688,
1600,1276922,15047,23875,15393,
1700,1444030,16125,23249,21529,
1700,1442824,16113,22908,17095,
1700,1443960,16150,21461,18342,
1700,1442772,16127,24081,19164,
1700,1443997,16118,22532,18924,
1700,1442875,16102,23789,20342,
1700,1443289,16107,24127,17738,
1700,1443555,16112,22818,17158,
1700,1442974,16132,22981,18490,
1700,1443484,16119,21172,18152,
1700,1442005,16189,22835,21190,
1700,1444030,16118,21393,19476,
1700,1444045,16146,22144,18233,
1700,1443330,16104,23720,16828,
1700,1442665,16113,22791,19313,
1700,1442070,16108,23054,18065,
1700,1443744,16163,22671,19010,
1700,1443160,16129,21988,17931,
1700,1441224,16107,23323,19917,
1700,1444129,16115,22417,17574,
1700,1441872,16132,23691,18044,
1700,1442875,16105,23140,19982,
1700,1443555,16125,22519,17897,
1700,1443370,16165,22059,17580,
1700,1443069,16144,22569,20530,
1700,1443115,16130,23275,18470,
1700,1444095,16153,22473,18841,
1700,1442497,16141,21570,20997,
1700,1444059,16131,22862,18521,
1700,1444045,16151,23376,17444,
1700,1440145,16092,22861,18013,
1700,1444147,16164,22956,18234,
1700,1443409,16132,22701,18182,
1700,1441939,16071,26510,18943,
1700,1442497,16101,22190,19374,
1700,1442197,16070,23275,17485,
1700,1442719,16128,22989,18492,
1700,1443744,16116,22219,18200,
1700,1436769,16139,22191,18822,
1700,1444084,16148,22560,17255,
1700,1443622,16147,24067,18486,
1700,1441872,16141,22123,17904,
1700,1441375,16158,21760,19798,
1700,1443247,16099,22345,19686,
1700,1443204,16142,23071,19398,
1700,1440322,16091,23554,18658,
1700,1442925,16159,21798,17000,
1700,1442554,16120,22801,18185,
1700,1442925,16168,22930,19134,
1700,1443330,16124,21168,18562,
1700,1443370,16099,22323,18996,
1700,1443289,16127,22616,18544,
1700,1442554,16160,23009,18084,
1700,1442925,16127,22971,18070,
1700,1438897,16165,22388,19592,
1700,1440322,16152,22891,19356,
1700,1442070,16116,22015,17559,
1700,1443850,16156,21771,18803,
1700,1439685,16144,21937,19741,
1700,1443744,16127,23939,17844,
1700,1443799,16157,21829,19051,
1700,1443919,16086,22441,19692,
1700,1438690,16086,23081,19218,
1700,1442875,16118,23370,20338,
1700,1440580,16118,23416,17893,
1700,1444059,16075,23153,19289,
1700,1442824,16147,22785,18607,
1700,1443555,16107,22024,19363,
1700,1444030,16112,21821,20137,
1700,1444084,16133,23645,17795,
1700,1443685,16141,23372,17402,
1700,1443247,16099,22484,19151,
1700,1440747,16102,22396,19044,
1700,1439964,16130,23274,18082,
1700,1439100,16073,23774,18888,
1700,1437247,16090,21610,18287,
1700,1443685,16125,23754,18001,
1700,1443799,16101,24233,18375,
1700,1443330,16120,25159,17316,
1700,1442320,16117,23288,18963,
1700,1441522,16127,22877,20444,
1700,1442772,16119,23632,18044,
1700,1442824,16126,22380,18799,
1700,1442665,16136,22473,17795,
1700,1442197,16124,22230,18725,
1700,1442772,16114,21913,19313,
1700,1443715,16130,22882,21150,
1700,1443919,16135,23534,19063,
1700,1441147,16145,21598,21675,
1700,1443897,16117,21829,16507,
1700,1444072,16145,22732,17195,
1700,1443589,16145,23424,18963,
1700,1441594,16162,23361,20923,
1700,1441665,16146,22748,18721,
1700,1443772,16104,24049,19271,
1700,1443622,16145,22462,17192,
1700,1437822,16147,22327,17621,
1700,1438372,16131,24225,18466,
1700,1442070,16121,23227,18718,
1700,1441375,16132,22501,19905,
1800,1616399,17226,27606,20198,
1800,1618397,17175,26886,19725,
1800,1618572,17214,27048,22055,
1800,1618635,17242,29739,19992,
1800,1618635,17212,30227,19573,
1800,1619055,17193,27370,19664,
1800,1609089,17224,27075,21457,
1800,1618910,17242,27127,18278,
1800,1617560,17184,29321,19538,
1800,1617722,17248,30437,19981,
1800,1617147,17217,26841,19588,
1800,1618635,17242,29919,19847,
1800,1618505,17233,29385,22923,
1800,1618359,17204,28856,19624,
1800,1618694,17155,29699,19293,
1800,1618239,17202,30429,18180,
1800,1618869,17249,26947,20615,
1800,1618694,17230,29243,19500,
1800,1614729,17223,28007,19531,
1800,1618722,17156,28782,20073,
1800,1618434,17214,31753,20102,
1800,1617209,17222,27099,21033,
1800,1613322,17232,29348,18886,
1800,1618359,17190,30485,21205,
1800,1615095,17185,28344,19555,
1800,1615940,17229,27622,18390,
1800,1616889,17213,28382,19575,
1800,1616544,17281,29559,20573,
1800,1619072,17206,27664,21731,
1800,1615445,17243,29570,23077,
1800,1618505,17195,28740,20429,
1800,1618890,17197,29519,20650,
1800,1617447,17195,27309,20359,
1800,1618539,17225,26821,19502,
1800,1617825,17188,28654,20186,
1800,1619090,17227,27747,20831,
1800,1619022,17229,27811,20362,
1800,1618397,17215,29761,18195,
1800,1617084,17212,28560,18563,
1800,1614635,17208,28263,20599,
1800,1618397,17216,29090,19399,
1800,1617209,17203,28837,19196,
1800,1618775,17219,28465,21428,
1800,1615860,17230,28235,18669,
1800,1614914,17203,28547,19913,
1800,1616544,17205,28454,21017,
1800,1616399,17243,29195,20877,
1800,1615184,17195,28400,20754,
1800,1619085,17218,28161,19071,
1800,1615359,17212,29725,19394,
1800,1618065,17209,27593,20506,
1800,1613949,17239,28174,19918,
1800,1617669,17223,29195,23105,
1800,1616615,17223,27697,18474,
1800,1617389,17177,29073,18674,
1800,1617447,17259,27760,21645,
1800,1618847,17202,29317,19185,
1800,1618722,17173,31108,21410,
1800,1617270,17193,28342,19757,
1800,1618154,17197,26645,21500,
1800,1617722,17219,29112,26555,
1800,1616544,17244,27684,21909,
1800,1618980,17232,28603,19173,
1800,1618320,17216,30359,18335,
1800,1616472,17237,26382,20590,
1800,1617825,17242,28903,19890,
1800,1618320,17201,26287,19872,
1800,1618197,17200,28418,19740,
1800,1618847,17204,28377,22197,
1800,1618470,17140,28188,22307,
1800,1618154,17203,27723,19554,
1800,1616325,17214,28980,21654,
1800,1618929,17258,27451,19400,
1800,1616889,17181,28871,19955,
1800,1618947,17165,32414,18198,
1800,1617924,17191,29186,19666,
1800,1617504,17240,26970,18839,
1800,1618280,17201,29483,20079,
1800,1617924,17226,28558,21423,
1800,1619100,17237,31364,18843,
1800,1617084,17233,28925,22021,
1800,1618065,17199,27039,18976,
1800,1618197,17225,26005,24083,
1800,1617722,17206,26361,21125,
1800,1618749,17219,28581,19712,
1800,1617504,17244,25846,19675,
