Size,Bubble sort,Merge sort,Shell sort,Quick Sort,
1800,1616615,17207,26993,19126,
1800,1615940,17203,31418,21554,
1800,1615697,17240,29772,19863,
1800,1618635,17206,27144,21094,
1800,1615095,17170,29691,19693,
1800,1617147,17225,26925,21489,
1800,1618635,17196,32561,22057,
1800,1617615,17195,29983,19104,
1800,1618800,17205,27544,19018,
1800,1617774,17211,27690,21425,
1800,1617615,17251,28334,18817,
1800,1618964,17196,27197,20239,
1800,1617270,17237,28301,18816,
1800,1617504,17222,27238,19653,
1900,1803840,18341,26527,21512,
1900,1803995,18269,24653,23281,
1900,1799585,18299,24154,21975,
1900,1800647,18322,25551,19763,
1900,1803840,18298,24399,21201,
1900,1798797,18291,25287,20791,
1900,1803995,18301,25778,20310,
1900,1803104,18317,25815,22424,
1900,1802672,18320,24834,19790,
1900,1792269,18316,24584,24883,
1900,1803347,18325,24357,22378,
1900,1802397,18311,27596,20669,
1900,1801275,18296,24303,20263,
1900,1803147,18349,24297,20488,
1900,1803347,18359,25314,21401,
1900,1800480,18323,25659,22781,
1900,1803309,18329,26895,21446,
1900,1795404,18337,24588,21653,
1900,1803644,18307,25935,23283,
1900,1802825,18373,24851,22939,
1900,1801422,18357,24406,20447,
1900,1802922,18336,25159,21351,
1900,1803489,18281,24988,20996,
1900,1803060,18268,25647,21803,
1900,1800564,18333,24644,22203,
1900,1804022,18331,25532,21017,
1900,1801772,18286,27700,20570,
1900,1803147,18300,24653,21630,
1900,1800564,18294,24769,24162,
1900,1800564,18333,26447,21177,
1900,1803797,18314,25198,20585,
1900,1803699,18322,26132,20108,
1900,1800045,18343,25250,20570,
1900,1803615,18326,26002,22802,
1900,1803930,18296,25026,24228,
1900,1801275,18316,24880,21661,
1900,1797834,18307,26165,21571,
1900,1803860,18360,26157,20481,
1900,1799864,18369,26295,22594,
1900,1798379,18307,23996,22959,
1900,1803384,18352,24587,21929,
1900,1803189,18374,25272,25672,
1900,1800969,18288,25486,21069,
1900,1801839,18307,25365,22206,
1900,1802339,18305,26130,20172,
1900,1803879,18322,24583,23279,
1900,1802775,18342,25243,20920,
1900,1802097,18302,26191,19207,
1900,1799490,18274,25800,23369,
1900,1803615,18313,25308,20998,
1900,1801494,18321,25242,20761,
1900,1800729,18322,25865,19908,
1900,1799394,18281,25425,19587,
1900,1803309,18297,25456,21216,
1900,1799772,18298,27256,21790,
1900,1803585,18297,24009,22112,
1900,1795794,18366,24727,22704,
1900,1803774,18310,24588,21512,
1900,1803797,18329,23880,19620,
1900,1802397,18306,25233,22286,
1900,1801275,18312,24348,20098,
1900,1803420,18325,26505,21986,
1900,1803699,18272,25378,20989,
1900,1803309,18323,24280,22710,
1900,1803797,18344,27825,21100,
1900,1802724,18329,25628,20992,
1900,1802397,18267,23264,21071,
1900,1795922,18353,25574,20956,
1900,1803774,18311,26577,20214,
1900,1802097,18303,24725,21797,
1900,1802220,18306,24571,20627,
1900,1801422,18324,26439,21353,
1900,1802339,18310,25054,21609,
1900,1801839,18295,26089,21121,
1900,1800480,18324,24836,22661,
1900,1802874,18318,25436,19472,
1900,1803522,18338,26578,19547,
1900,1803230,18348,24666,21296,
1900,1803930,18322,25180,21306,
1900,1801349,18320,25311,20808,
1900,1803860,18306,25881,22667,
1900,1803270,18274,24403,20027,
1900,1803615,18262,25855,19165,
1900,1803819,18327,24373,22963,
1900,1799490,18276,26255,20435,
1900,1804035,18288,26131,22857,
1900,1802775,18359,24576,23327,
1900,1803060,18337,25346,22113,
1900,1802969,18281,25257,19864,
1900,1803189,18275,24752,20800,
1900,1801970,18320,26075,20273,
1900,1802159,18305,25194,21833,
1900,1800647,18333,25558,21675,
1900,1804005,18308,25410,21827,
1900,1802672,18325,24464,21033,
1900,1802724,18341,26091,20448,
1900,1803489,18311,24346,22390,
1900,1803554,18359,24807,21324,
1900,1803930,18349,25562,20147,
1900,1803879,18323,25309,22156,
2000,1996920,19407,29669,24509,
2000,1998565,19401,28078,21773,
2000,1995345,19409,27922,25986,
2000,1996372,19429,28753,23453,
2000,1997404,19458,27597,21148,
2000,1995597,19385,27711,22325,
2000,1998700,19433,27475,22956,
2000,1996225,19415,27510,22763,
2000,1999000,19382,29115,23970,
2000,1997965,19434,27797,23528,
2000,1998724,19411,26930,21232,
2000,1998439,19409,27424,21839,
2000,1997404,19411,29965,23339,
2000,1995840,19412,27025,21212,
2000,1996722,19417,27876,22011,
2000,1996299,19423,27481,21391,
2000,1998139,19425,29805,22688,
2000,1997622,19429,27107,21553,
2000,1998010,19414,28817,26201,
2000,1997824,19410,30391,20637,
2000,1997965,19395,27816,23174,
2000,1998829,19406,26032,23021,
2000,1997047,19361,28584,22389,
2000,1998439,19416,28941,21573,
2000,1998565,19440,27574,22289,
2000,1992330,19454,27053,23722,
2000,1998649,19356,28077,20614,
2000,1997872,19441,27148,22552,
2000,1998297,19389,26579,21832,
2000,1998622,19377,27373,22133,
2000,1992784,19458,26875,23962,
2000,1994535,19394,28076,22654,
2000,1996372,19414,28085,22119,
2000,1993644,19475,26472,22989,
2000,1996150,19427,28841,22289,
2000,1998180,19440,25970,22464,
2000,1998979,19453,28385,22086,
2000,1998405,19401,30470,21325,
2000,1998594,19434,29538,21844,
2000,1998097,19391,27906,23278,
2000,1996984,19431,26736,20694,
2000,1996855,19457,26540,23112,
2000,1998847,19369,27676,21794,
2000,1998847,19442,28956,23130,
2000,1997569,19420,27518,25425,
2000,1997725,19364,28094,24895,
2000,1998535,19426,27485,21537,
2000,1995919,19395,28052,23184,
2000,1997109,19411,28291,22100,
2000,1998922,19381,28274,20988,
2000,1998180,19411,27718,23210,
2000,1994050,19392,27743,21783,
2000,1998747,19414,28268,20433,
2000,1998724,19419,29103,23835,
2000,1995172,19431,26762,21373,
2000,1995345,19423,29828,21377,
2000,1997674,19387,28701,22244,
2000,1995597,19410,26533,21906,
2000,1997965,19441,28091,21295,
2000,1997170,19428,26761,21755,
2000,1995172,19412,29896,20800,
2000,1996855,19440,28972,21439,
2000,1997569,19390,29242,22635,
2000,1998259,19446,28841,20575,
2000,1998097,19428,27538,23464,
2000,1998675,19442,27665,20894,
2000,1997824,19401,27319,24968,
2000,1998622,19361,27279,22338,
2000,1998565,19375,27900,23166,
2000,1998790,19422,27406,22494,
2000,1998565,19395,27904,22223,
2000,1994247,19386,28725,25938,
2000,1998909,19443,27846,24233,
2000,1995430,19464,27957,23050,
2000,1994149,19415,27164,22311,
2000,1998180,19427,28076,21532,
2000,1998472,19398,26910,22325,
2000,1996789,19454,28243,23465,
2000,1997725,19382,28647,23300,
2000,1998180,19443,27700,22407,
2000,1998790,19407,28997,22857,
2000,1998504,19402,28883,24567,
2000,1998594,19423,29011,21778,
2000,1994344,19443,28427,22652,
2000,1997460,19373,27726,23697,
2000,1998594,19401,27005,21864,
2000,1995919,19413,26442,21726,
2000,1998979,19413,26595,22135,
2000,1995514,19409,26150,22096,
2000,1997775,19404,27388,21337,
2000,1998139,19413,28904,21915,
2000,1998439,19358,27976,22345,
2000,1997622,19410,30156,24607,
2000,1998054,19411,27891,24278,
2000,1995840,19443,27294,21636,
2000,1998769,19406,29318,20205,
2000,1990999,19377,28054,22940,
2000,1997230,19435,28243,21304,
2000,1998139,19395,28122,22705,
2000,1997725,19433,29419,21535,
2100,2203247,20539,31029,25320,
2100,2203422,20558,32242,22236,
2100,2203004,20451,31361,23216,
2100,2199672,20589,31667,25324,
2100,2195039,20541,30837,24474,
2100,2202354,20561,30197,24838,
2100,2201604,20529,32954,26034,
2100,2203170,20572,30072,26472,
2100,2202869,20512,31983,23399,
2100,2197395,20511,31427,24593,
2100,2200629,20556,33870,24400,
2100,2203625,20535,29973,22277,
2100,2200547,20558,30422,22952,
2100,2199390,20523,31575,23328,
2100,2202572,20526,31253,23071,
2100,2203454,20500,31695,22183,
2100,2201739,20502,30859,23472,
2100,2201465,20493,30374,23792,
2100,2201249,20531,29784,22876,
2100,2201535,20526,32201,23348,
2100,2203544,20498,31749,21999,
2100,2202059,20542,31070,24690,
2100,2202725,20512,30842,23524,
2100,2196569,20524,31906,23043,
2100,2201672,20536,30949,23286,
2100,2203284,20560,30793,24318,
2100,2195949,20531,30129,24515,
2100,2195694,20550,32770,27438,
2100,2202519,20531,31861,23208,
2100,2202822,20546,32308,23521,
2100,2203895,20560,31800,24331,
2100,2203779,20511,30896,25669,
2100,2202960,20509,29637,22251,
2100,2202297,20532,30481,24944,
2100,2200464,20551,31112,22371,
2100,2203697,20545,32996,24572,
2100,2202519,20531,30582,24441,
2100,2201249,20509,31228,25067,
2100,2201100,20538,30585,24336,
2100,2203859,20556,31327,24003,
2100,2201322,20541,30432,23576,
2100,2203422,20552,30724,23933,
2100,2202915,20520,31265,24546,
2100,2200710,20532,31616,24437,
2100,2201465,20542,31807,23097,
2100,2203047,20577,31235,23519,
2100,2202410,20572,30174,23812,
2100,2201672,20571,31335,23116,
2100,2203389,20528,30744,25190,
2100,2202465,20564,32502,22852,
2100,2202059,20521,30745,22684,
2100,2203944,20522,30702,25898,
2100,2201535,20505,30979,22720,
2100,2203454,20517,31889,24463,
2100,2203859,20518,30071,22520,
2100,2203004,20550,29938,25107,
2100,2201535,20518,31006,23600,
2100,2203089,20524,30685,23207,
2100,2197395,20520,33537,25921,
2100,2203650,20538,31604,25681,
2100,2201100,20527,31467,23315,
2100,2202354,20537,30996,25592,
2100,2198799,20551,30960,24445,
2100,2200869,20538,29845,25268,
2100,2201997,20496,31907,23765,
2100,2201394,20535,31961,24364,
2100,2203130,20566,31642,21770,
2100,2202774,20527,30991,22806,
2100,2202239,20555,32708,22350,
2100,2201249,20540,33190,23904,
2100,2203515,20548,31191,23178,
2100,2203599,20550,32500,22943,
2100,2198697,20543,30625,24279,
2100,2203389,20550,31926,22949,
2100,2203740,20510,31215,25559,
2100,2200869,20509,31469,30279,
2100,2202675,20531,31954,23844,
2100,2201100,20552,32377,22722,
2100,2202519,20504,30871,24202,
2100,2196810,20565,31425,23316,
2100,2202297,20575,31203,24052,
2100,2203740,20551,32331,24313,
2100,2203389,20534,30768,21539,
2100,2203284,20556,31660,23314,
2100,2203247,20571,30608,22111,
2100,2201535,20505,29989,23686,
2100,2203209,20539,31990,24016,
2100,2202869,20549,30890,25137,
2100,2203284,20510,31392,22907,
2100,2203797,20545,31978,23331,
2100,2199099,20539,32028,25758,
2100,2203845,20528,30920,22020,
2100,2203830,20544,31676,23028,
2100,2201465,20508,31880,22265,
2100,2203320,20516,33092,22694,
2100,2197955,20522,33001,24871,
2100,2200209,20538,29880,23120,
2100,2203895,20553,32456,25080,
2100,2198385,20530,30319,26184,
2100,2199579,20524,31499,22883,
2200,2416344,21669,32718,25377,
2200,2417724,21625,31862,23854,
2200,2418624,21678,31567,25551,
2200,2416884,21697,31411,23253,
2200,2418120,21673,31194,26678,
2200,2417675,21679,32726,23083,
2200,2411519,21677,34032,25985,
2200,2417675,21663,30706,24275,
2200,2416199,21653,30793,27571,
2200,2418494,21684,30289,23054,
2200,2418855,21677,30491,24943,
2200,2414529,21677,30618,26166,
2200,2418120,21636,32333,25523,
2200,2417675,21645,30961,23753,
2200,2416125,21730,29709,25266,
2200,2418120,21657,31736,24747,
2200,2418080,21662,30683,26987,
2200,2418855,21638,30769,24647,
2200,2415414,21619,30377,24553,
2200,2418747,21650,33211,23740,
2200,2418845,21726,32953,24581,
2200,2418624,21639,31186,25760,
2200,2415660,21685,30248,23225,
2200,2418747,21630,30918,23724,
2200,2418494,21696,31421,23431,
2200,2418372,21660,31183,23658,
2200,2417522,21687,29668,26097,
2200,2414147,21708,30309,24656,
2200,2418494,21655,31953,28955,
2200,2415072,21700,30650,22950,
2200,2417130,21737,31413,24509,
2200,2417574,21672,32491,24552,
2200,2417819,21681,30927,23614,
2200,2417819,21646,30294,23072,
2200,2418690,21659,30876,24304,
2200,2416622,21706,30831,26157,
2200,2417625,21705,31816,25251,
2200,2417772,21678,30676,23479,
2200,2418435,21711,30108,24348,
2200,2418339,21686,30910,25654,
2200,2418822,21673,31089,27934,
2200,2417360,21654,30293,24833,
2200,2418780,21716,31911,25991,
2200,2417360,21684,30312,26416,
2200,2418197,21689,34738,24420,
2200,2414622,21653,32337,24496,
2200,2417865,21644,32711,24208,
2200,2417522,21686,30920,27488,
2200,2416947,21661,31998,22963,
2200,2418404,21658,31247,25082,
2200,2418435,21628,31702,26719,
2200,2417625,21666,30521,25569,
2200,2417522,21656,31318,24493,
2200,2418305,21630,29994,23891,
2200,2418522,21665,29583,25879,
2200,2416884,21673,31632,25837,
2200,2417910,21707,30250,27260,
2200,2415414,21673,31716,24392,
2200,2418864,21641,31672,26129,
2200,2416689,21661,30496,23705,
2200,2416820,21648,30572,24084,
2200,2418885,21685,31588,23073,
2200,2418780,21699,31800,26310,
2200,2418197,21718,30952,25559,
2200,2417910,21710,30521,23488,
2200,2410515,21661,30560,24721,
2200,2416884,21715,29938,23921,
2200,2418234,21670,31110,24461,
2200,2416820,21701,30341,25134,
2200,2413647,21654,32258,24298,
2200,2418039,21723,32370,26862,
2200,2418710,21661,31083,23411,
2200,2417574,21700,31182,24765,
2200,2418270,21704,31137,27409,
2200,2418834,21702,31319,26004,
2200,2418549,21671,31359,25107,
2200,2418669,21702,30777,23307,
2200,2417954,21721,29285,25982,
2200,2417130,21662,30730,23296,
2200,2416415,21665,30577,23825,
2200,2408604,21640,31625,25973,
2200,2417772,21613,30583,24103,
2200,2418747,21672,30004,24474,
2200,2417009,21666,32717,23786,
2200,2415579,21670,29505,26416,
2200,2418404,21684,31271,24049,
2200,2413950,21680,30730,26242,
2200,2418435,21668,32149,24551,
2200,2418039,21697,30610,24839,
2200,2418120,21686,31102,26340,
2200,2418690,21638,32414,26735,
2200,2416820,21686,32994,26519,
2200,2418872,21677,31733,24960,
2200,2414714,21652,30676,24714,
2200,2412572,21633,30950,24994,
2200,2417189,21742,32069,22591,
2200,2418900,21661,30646,23006,
2200,2418270,21645,30571,22397,
2200,2418879,21649,30477,25850,
2200,2418879,21663,30855,25472,
2300,2641075,22827,30736,26688,
2300,2638285,22849,30485,25530,
2300,2643184,22815,33081,25372,
2300,2643619,22834,33330,24324,
2300,2643525,22822,30846,25223,
2300,2641770,22833,31192,26548,
2300,2643772,22847,31452,27642,
2300,2641705,22812,32662,25245,
2300,2643415,22834,30709,25299,
2300,2637964,22824,32096,25233,
2300,2641294,22827,30443,26363,
2300,2640280,22820,31622,25773,
2300,2643322,22828,32089,26075,
2300,2641000,22842,31859,24635,
2300,2641149,22834,30798,28360,
2300,2642365,22822,32818,25244,
2300,2631289,22807,32162,27308,
2300,2639934,22854,34675,25127,
2300,2643619,22815,34360,25379,
2300,2642524,22823,30679,26927,
2300,2641705,22806,31408,24814,
2300,2639194,22785,29894,24329,
2300,2643354,22846,32164,27147,
2300,2642722,22813,33279,32741,
2300,2642575,22798,30481,25972,
2300,2642674,22795,32283,27239,
2300,2643415,22809,31407,25181,
2300,2641959,22809,30659,28528,
2300,2641294,22786,32985,27220,
2300,2643255,22801,30328,29140,
2300,2643255,22765,30849,25953,
2300,2641149,22821,33530,27632,
2300,2636224,22784,31795,28094,
2300,2643255,22884,31821,28950,
2300,2643184,22784,32202,28353,
2300,2642524,22797,32065,26021,
2300,2643354,22768,30704,27778,
2300,2643289,22843,31010,26476,
2300,2643640,22823,31399,25869,
2300,2643784,22825,33824,26589,
2300,2640769,22846,33544,29056,
2300,2642904,22773,32316,26520,
2300,2642139,22792,31720,24880,
2300,2643147,22859,32284,26708,
2300,2639934,22796,35248,26252,
2300,2643847,22795,31123,24885,
2300,2641294,22850,32036,24492,
2300,2643184,22785,31912,26855,
2300,2643814,22800,32394,25048,
2300,2639290,22819,31387,27737,
2300,2643322,22818,32626,24542,
2300,2642254,22823,31901,24863,
2300,2635975,22818,34035,25698,
2300,2643147,22826,30533,24188,
2300,2643784,22829,33615,25894,
2300,2642020,22846,33987,28362,
2300,2638999,22878,33061,27174,
2300,2643525,22830,32646,27801,
2300,2641834,22842,31023,28084,
2300,2639845,22834,30786,26526,
2300,2643070,22789,31714,24656,
2300,2642310,22764,32069,26479,
2300,2642365,22856,30892,25676,
2300,2643840,22785,31551,28763,
2300,2641504,22840,32604,25047,
2300,2643444,22818,30562,24968,
2300,2641897,22849,34663,25739,
2300,2642674,22822,33175,27174,
2300,2643525,22836,31460,25686,
2300,2643444,22836,33397,26457,
2300,2642139,22820,31138,26247,
2300,2639479,22785,30963,26755,
2300,2643714,22765,32037,27519,
2300,2640769,22817,32576,24483,
2300,2643619,22803,33869,26346,
2300,2641834,22867,29949,26580,
2300,2634397,22817,31849,25816,
2300,2643835,22810,32154,30205,
2300,2643415,22835,31778,25308,
2300,2640610,22840,31556,27154,
2300,2641365,22842,32028,25967,
2300,2643472,22799,32755,24301,
2300,2638179,22816,30812,28736,
2300,2640924,22787,31796,26718,
2300,2642020,22847,30741,26121,
2300,2639664,22823,31253,26820,
2300,2643030,22815,32044,26058,
2300,2642139,22830,30133,27428,
2300,2643070,22841,32254,24704,
2300,2642365,22830,31126,25776,
2300,2641504,22802,32576,30382,
2300,2641365,22789,32641,25694,
2300,2643030,22816,30662,25695,
2300,2641149,22780,33772,26533,
2300,2643472,22842,32667,23694,
2300,2643070,22791,31689,24910,
2300,2643822,22836,30568,26015,
2300,2637964,22818,32092,24600,
2300,2641834,22831,31624,26299,
2300,2643597,22803,34347,29212,
2400,2876970,23912,36951,27422,
2400,2878524,23947,35800,29388,
2400,2878734,24013,36314,27293,
2400,2873444,23920,34867,28273,
2400,2878790,23941,37483,28408,
2400,2878059,23982,34673,28594,
2400,2877369,23934,35109,32120,
2400,2876847,24011,36622,27162,
2400,2877204,23963,36119,27654,
2400,2876244,23986,36333,27949,
2400,2876909,23969,37207,26026,
2400,2878500,23982,36580,27180,
2400,2878134,23970,36723,28139,
2400,2877147,23912,36935,30378,
2400,2877719,24002,35279,27676,
2400,2878647,23980,35529,27136,
2400,2878772,23975,36376,26970,
2400,2874884,23915,34505,26161,
2400,2878059,23993,35218,26786,
2400,2872584,23904,35732,28674,
2400,2877765,23979,35198,28361,
2400,2875874,23976,38370,27418,
2400,2873949,23939,35959,28796,
2400,2878394,23969,34557,29644,
2400,2876970,23956,34608,26275,
2400,2878335,23910,36328,26783,
2400,2876172,23990,35385,26485,
2400,2878790,23961,38756,25839,
2400,2878755,23969,34466,26541,
2400,2873649,23922,34014,30316,
2400,2878170,24015,34664,29245,
2400,2868215,23949,35094,26909,
2400,2868360,24013,33971,28533,
2400,2875640,23962,36076,29353,
2400,2878547,23972,36260,31849,
2400,2876454,23959,36309,28847,
2400,2878205,23975,35728,26541,
2400,2878475,23986,36943,26631,
2400,2878394,23985,35980,26176,
2400,2878722,23954,34835,27570,
2400,2876172,23971,34797,29882,
2400,2878170,23910,36070,27798,
2400,2875950,23925,35175,29959,
2400,2876385,23951,34440,26542,
2400,2873949,23956,37104,27027,
2400,2877204,23964,34886,27323,
2400,2871050,23963,37038,26986,
2400,2878365,23951,35980,28300,
2400,2878797,23950,35727,33159,
2400,2877089,23995,35437,29704,
2400,2877765,23957,33795,29337,
2400,2875797,23995,38277,27281,
2400,2877525,23931,35614,27635,
2400,2875950,23937,34812,26176,
2400,2877719,23962,35541,28183,
2400,2878610,23965,35590,29128,
2400,2876099,23924,34211,28698,
2400,2877897,23939,34930,26596,
2400,2877575,23971,37865,26921,
2400,2878590,23985,37151,26270,
2400,2878475,23934,36133,27132,
2400,2878449,23972,35087,27192,
2400,2878422,23953,34999,30033,
2400,2878239,23924,35109,27951,
2400,2876099,24004,36888,28890,
2400,2874047,23965,36159,28711,
2400,2876970,23959,34741,26126,
2400,2876720,23942,35443,27445,
2400,2877204,23953,36444,27607,
2400,2875950,23948,35849,26514,
2400,2876909,23946,34794,28209,
2400,2876909,23944,35624,29097,
2400,2877369,23932,35055,29143,
2400,2877719,23922,35282,28470,
2400,2878772,23937,35896,28801,
2400,2877474,23975,34397,29370,
2400,2878569,23988,37830,26684,
2400,2878664,23915,34276,29916,
2400,2878569,23918,36037,27445,
2400,2877897,23965,36423,28085,
2400,2877575,23935,35945,28897,
2400,2874884,23928,35170,27232,
2400,2876909,23954,36013,25269,
2400,2875230,23963,34188,29271,
2400,2873444,23969,36454,25233,
2400,2875059,23892,34617,26524,
2400,2878475,23947,36422,29220,
2400,2875230,23919,34581,25865,
2400,2878134,23902,34850,27952,
2400,2878664,23982,34385,27617,
2400,2877939,23974,36559,28117,
2400,2878059,23954,34415,28703,
2400,2877854,23975,38942,26693,
2400,2876847,23988,34028,27741,
2400,2876522,23984,34990,27326,
2400,2878205,23926,35975,25642,
2400,2874335,23977,33838,25708,
2400,2875560,23955,34728,25341,
2400,2876454,23982,37839,29078,
2400,2877575,23968,35936,28001,
2500,3119190,25101,35546,28525,
2500,3118800,25159,38464,27732,
2500,3122715,25100,35894,30560,
2500,3123519,25097,34952,29300,
2500,3122039,25115,35413,30354,
2500,3122970,25095,36921,30544,
2500,3122622,25092,36807,27348,
2500,3122372,25136,36251,29102,
2500,3122319,25064,37884,27905,
2500,3116729,25149,36177,29637,
2500,3123120,25067,37564,30322,
2500,3122930,25136,37354,27766,
2500,3123222,25115,36750,34758,
2500,3123372,25081,37196,31434,
2500,3114705,25087,34964,31393,
2500,3116369,25110,35420,26891,
2500,3119472,25085,37390,28372,
2500,3121539,25112,38982,29179,
2500,3123189,25115,36832,33733,
2500,3121404,25085,36909,28286,
2500,3122424,25125,37980,28794,
2500,3122715,25109,36562,27235,
2500,3121670,25099,37046,26931,
2500,3122372,25103,38854,27654,
2500,3120747,25086,37262,27852,
2500,3122930,25106,36216,27641,
2500,3122372,25088,38485,29059,
2500,3121670,25105,36438,31076,
2500,3122715,25110,36653,31576,
2500,3117534,25113,36901,27377,
2500,3119922,25136,37400,32657,
2500,3122210,25086,36553,30351,
2500,3121539,25114,38310,31377,
2500,3123189,25146,36688,27797,
2500,3123729,25169,38084,29640,
2500,3122930,25177,38288,30402,
2500,3119655,25096,37428,30200,
2500,3122210,25105,36427,27623,
2500,3123254,25108,36027,27523,
2500,3119564,25082,36966,28675,
2500,3123047,25116,36578,28116,
2500,3120900,25118,37663,31306,
2500,3123155,25140,35727,27250,
2500,3123372,25086,38336,28041,
2500,3122847,25078,36526,30938,
2500,3122475,25085,36516,27643,
2500,3123597,25094,38857,29720,
2500,3118599,25140,36644,30811,
2500,3123344,25091,40917,28511,
2500,3121980,25135,37518,28346,
2500,3122525,25121,35865,29900,
2500,3122097,25110,36978,26613,
2500,3122154,25112,35954,27247,
2500,3121539,25129,39152,33608,
2500,3115749,25123,39826,28909,
2500,3123254,25117,35523,26931,
2500,3118290,25114,38314,27598,
2500,3121404,25164,35983,28856,
2500,3121920,25150,39236,29892,
2500,3122622,25134,35114,33172,
2500,3123399,25098,39720,28902,
2500,3121859,25175,37194,26682,
2500,3119379,25081,35229,29194,
2500,3117755,25094,37157,28210,
2500,3122804,25114,34492,31616,
2500,3123614,25130,37279,27124,
2500,3116847,25055,38955,27614,
2500,3120347,25127,36554,30665,
2500,3120900,25091,38305,27596,
2500,3122372,25136,36708,30059,
2500,3120669,25112,36622,27598,
2500,3119922,25123,35508,28081,
2500,3121797,25098,38217,28410,
2500,3123047,25105,41050,32809,
2500,3114972,25127,34958,27828,
2500,3121122,25113,36525,27275,
2500,3119285,25142,37126,29103,
2500,3121605,25101,37208,30401,
2500,3122622,25103,36159,29257,
2500,3118700,25135,38435,29692,
2500,3123315,25095,38264,30973,
2500,3123189,25124,36082,30598,
2500,3122097,25097,37777,29207,
2500,3120669,25105,36096,30080,
2500,3122669,25098,37984,29399,
2500,3123740,25126,35924,28239,
2500,3122760,25094,36364,29170,
2500,3123189,25116,35832,28032,
2500,3113165,25109,37254,28594,
2500,3122760,25138,35727,28287,
2500,3123120,25124,38204,29483,
2500,3122154,25092,36737,26204,
2500,3122265,25105,39303,29030,
2500,3122039,25103,36785,27962,
2500,3121122,25084,38507,29809,
2500,3117534,25173,36543,28322,
2500,3120510,25140,35630,27983,
2500,3121670,25081,36686,31701,
2500,3119285,25065,39145,26810,
2500,3122889,25148,36709,28310,
2600,3376144,26239,42276,34215,
2600,3377215,26222,41213,28855,
2600,3376072,26273,42493,28607,
2600,3377619,26277,41954,28806,
2600,3378294,26307,40908,29922,
2600,3377619,26259,41517,28556,
2600,3376620,26235,40443,35060,
2600,3378510,26264,38794,30982,
2600,3377215,26310,44178,30619,
2600,3374605,26256,39862,27491,
2600,3378235,26238,42490,28332,
2600,3374329,26259,40367,30524,
2600,3376809,26270,39275,30097,
2600,3378447,26261,42480,32849,
2600,3368260,26280,42929,29430,
2600,3378469,26227,40476,30997,
2600,3378580,26276,41323,30535,
2600,3378322,26230,39167,32578,
2600,3377269,26287,41653,28693,
2600,3375214,26205,41469,30959,
2600,3376930,26263,41452,27972,
2600,3378564,26243,41601,29490,
2600,3376989,26285,40335,29203,
2600,3376620,26275,41040,29384,
2600,3377374,26287,42406,28512,
2600,3373240,26296,41843,28693,
2600,3378490,26262,44918,29536,
2600,3373849,26273,40133,29938,
2600,3378697,26261,40776,28636,
2600,3365820,26257,40803,28173,
2600,3376285,26274,38923,32363,
2600,3373849,26247,38379,29448,
2600,3375045,26250,39326,28329,
2600,3378447,26257,38399,27516,
2600,3378235,26315,40830,28666,
2600,3374959,26253,42254,30782,
2600,3375297,26246,40495,29027,
2600,3377475,26305,40070,29308,
2600,3376930,26233,43010,28343,
2600,3378690,26256,41237,31617,
2600,3358999,26318,38703,29498,
2600,3374605,26227,39290,31869,
2600,3375697,26306,40412,30259,
2600,3374044,26272,40719,31958,
2600,3375774,26245,39283,32552,
2600,3374959,26256,40361,30638,
2600,3378375,26227,42464,32620,
2600,3377269,26326,43666,28556,
2600,3377322,26268,42122,31765,
2600,3377524,26248,41562,29912,
2600,3377619,26259,42010,28028,
2600,3375619,26258,39211,28754,
2600,3378634,26239,39753,33173,
2600,3376620,26266,41276,32117,
2600,3374140,26255,41262,28616,
2600,3372595,26232,39565,33020,
2600,3376422,26256,41611,32671,
2600,3376747,26251,41367,30124,
2600,3377920,26281,38847,31352,
2600,3375540,26245,40944,30205,
2600,3376870,26291,40820,31617,
2600,3375297,26247,40784,29353,
2600,3377215,26297,40857,29811,
2600,3378322,26289,39775,29373,
2600,3377710,26209,38810,29338,
2600,3374605,26314,41570,33131,
2600,3377797,26286,41230,29663,
2600,3373549,26301,41699,30915,
2600,3376930,26302,40595,29456,
2600,3378564,26284,40163,30880,
2600,3377997,26249,41962,29563,
2600,3375619,26252,42091,31568,
2600,3376809,26266,39804,34275,
2600,3376215,26241,40087,29554,
2600,3377754,26280,42850,28292,
2600,3377475,26308,40544,27954,
2600,3377880,26230,43522,31644,
2600,3378294,26245,42964,36664,
2600,3370572,26258,39753,30603,
2600,3377374,26280,39221,32035,
2600,3371319,26253,42178,29542,
2600,3374605,26268,40649,33198,
2600,3370950,26237,43512,31060,
2600,3374959,26331,42028,33318,
2600,3378204,26263,40808,28695,
2600,3372814,26283,39568,30641,
2600,3376747,26239,42870,31671,
2600,3377215,26270,41235,28200,
2600,3378375,26237,39377,31471,
2600,3376422,26274,40018,32707,
2600,3377425,26253,41611,31561,
2600,3377160,26236,38165,29937,
2600,3377839,26234,41617,30486,
2600,3378469,26329,42970,30480,
2600,3373240,26314,39209,32117,
2600,3378469,26218,42833,30638,
2600,3375214,26212,40435,30099,
2600,3377880,26335,39775,30861,
2600,3375379,26273,39325,31433,
2600,3376072,26269,40289,35390,
2700,3638799,27389,39679,31764,
2700,3641697,27425,40460,30982,
2700,3643460,27354,42044,30730,
2700,3643215,27380,39428,30576,
2700,3641697,27408,38698,29994,
2700,3642615,27448,41531,32070,
2700,3634059,27419,40831,31453,
